0,0,1,0,1,1,6
1,0,1,0,1,2,5
2,0,1,0,1,3,4
3,0,1,0,1,4,3
4,0,1,0,1,5,2
5,0,1,0,1,6,1
6,0,1,0,2,1,6
7,0,1,0,2,2,5
8,0,1,0,2,3,4
9,0,1,0,2,4,3
10,0,1,0,2,5,2
11,0,1,0,2,6,1
12,0,1,0,3,1,6
13,0,1,0,3,2,5
14,0,1,0,3,3,4
15,0,1,0,3,4,3
16,0,1,0,3,5,2
17,0,1,0,3,6,1
18,0,1,0,4,1,6
19,0,1,0,4,2,5
20,0,1,0,4,3,4
21,0,1,0,4,4,3
22,0,1,0,4,5,2
23,0,1,0,4,6,1
24,0,1,0,5,1,6
25,0,1,0,5,2,5
26,0,1,0,5,3,4
27,0,1,0,5,4,3
28,0,1,0,5,5,2
29,0,1,0,5,6,1
30,0,1,0,6,1,6
31,0,1,0,6,2,5
32,0,1,0,6,3,4
33,0,1,0,6,4,3
34,0,1,0,6,5,2
35,0,1,0,6,6,1
36,0,1,1,1,1,6
37,0,1,1,1,2,5
38,0,1,1,1,3,4
39,0,1,1,1,4,3
40,0,1,1,1,5,2
41,0,1,1,1,6,1
42,0,1,1,2,1,6
43,0,1,1,2,2,5
44,0,1,1,2,3,4
45,0,1,1,2,4,3
46,0,1,1,2,5,2
47,0,1,1,2,6,1
48,0,1,1,3,1,6
49,0,1,1,3,2,5
50,0,1,1,3,3,4
51,0,1,1,3,4,3
52,0,1,1,3,5,2
53,0,1,1,3,6,1
54,0,1,1,4,1,6
55,0,1,1,4,2,5
56,0,1,1,4,3,4
57,0,1,1,4,4,3
58,0,1,1,4,5,2
59,0,1,1,4,6,1
60,0,1,1,5,1,6
61,0,1,1,5,2,5
62,0,1,1,5,3,4
63,0,1,1,5,4,3
64,0,1,1,5,5,2
65,0,1,1,5,6,1
66,0,1,1,6,0,2
67,0,1,1,6,0,3
68,0,1,1,6,0,4
69,0,1,1,6,0,5
70,0,1,1,6,0,6
71,0,1,1,6,1,0
72,0,1,1,6,1,1
73,0,1,1,6,1,2
74,0,1,1,6,1,3
75,0,1,1,6,1,4
76,0,1,1,6,1,5
77,0,1,1,6,2,0
78,0,1,1,6,2,1
79,0,1,1,6,2,2
80,0,1,1,6,2,3
81,0,1,1,6,2,4
82,0,1,1,6,2,5
83,0,1,1,6,3,0
