0,3,0
1,3,1
2,3,2
3,3,3
4,3,4
5,3,5
6,3,6
7,3,7
8,3,8
9,3,9
10,3,10
11,3,11
12,3,12
13,3,13
14,3,14
15,3,15
16,3,16
17,3,17
18,3,18
19,3,19
20,3,20
21,3,21
22,3,22
23,3,23
24,3,24
25,3,25
26,3,26
27,3,27
28,3,28
29,3,29
30,3,30
31,3,31
32,3,32
33,3,33
34,3,34
35,3,35
36,3,36
37,3,37
38,3,38
39,3,39
40,3,40
41,3,41
42,3,42
43,3,43
44,3,44
45,3,45
46,3,46
47,3,47
48,3,48
49,3,49
50,3,50
51,3,51
52,3,52
53,3,53
54,3,54
55,3,55
56,3,56
57,3,57
58,3,58
59,3,59
60,3,60
61,3,61
62,3,62
63,3,63
64,3,64
65,3,65
66,3,66
67,3,67
68,3,68
69,3,69
70,3,70
71,3,71
72,3,72
73,3,73
74,3,74
75,3,75
76,3,76
77,3,77
78,3,78
79,3,79
80,3,80
81,3,81
82,3,82
83,3,83
84,3,84
85,3,85
86,3,86
87,3,87
88,3,88
89,3,89
90,3,90
91,3,91
92,3,92
93,3,93
94,3,94
95,3,95
96,3,96
97,3,97
98,3,98
99,3,99
100,3,100
101,3,101
102,3,102
103,3,103
104,3,104
105,3,105
106,3,106
107,3,107
108,3,108
109,3,109
110,3,110
111,3,111
112,3,112
113,3,113
114,3,114
115,3,115
116,3,116
117,3,117
118,3,118
119,3,119
120,3,120
121,3,121
122,3,122
123,3,123
124,3,124
125,3,125
126,3,126
127,3,127
128,3,128
129,3,129
130,3,130
131,3,131
132,3,132
133,3,133
134,3,134
135,3,135
136,3,136
137,3,137
138,3,138
139,3,139
140,3,140
141,3,141
142,3,142
143,3,143
144,3,144
145,3,145
146,3,146
147,3,147
148,3,148
149,3,149
150,3,150
151,3,151
152,3,152
153,3,153
154,3,154
155,3,155
156,3,156
157,3,157
158,3,158
159,3,159
160,3,160
161,3,161
162,3,162
163,3,163
164,3,164
165,3,165
166,3,166
167,3,167
168,3,168
169,3,169
170,3,170
171,3,171
172,3,172
